uid_index,pred_median,pred_lower_5,pred_upper_95,y_true
94,1.333333333000005,1.333333333000005,1.3333333330000052,1.333333333
95,3.3327800137556376,3.329638252077178,3.336203088571275,3.333333333
96,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
97,2.8888888889999897,2.8888524555076405,2.8889506418189894,2.888888889
98,2.8888888889999897,2.888682273559135,2.8889506418189894,2.888888889
99,2.0,2.0,2.0,2.0
100,3.3432788627932077,3.3354868665470536,3.3571873812992097,3.377260981977285
101,2.4358974358934837,2.4356795726415275,2.4360427350312945,2.435897435893491
102,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
103,3.3298978788722695,3.3266887537082637,3.33342923829607,3.333333333
104,2.8309130522636012,2.829572419380848,2.8317047436843827,2.84615384583432
105,2.666666666915517,2.666666666840352,2.6667250264638387,2.6666666663437497
106,2.563122605180877,2.56226231514157,2.563218390613546,2.563218390613556
107,2.5238095236734783,2.5238030568892595,2.5238095236734783,2.52380952367347
108,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
109,1.0,1.0,1.0024166666642504,1.0
110,3.1671965698525204,3.165686049535294,3.169766356582467,3.166666666
111,2.3333333329999966,2.3333333329999966,2.333342381871078,2.333333333
112,2.999985754903758,2.9994508806266005,3.0001998536000096,3.0
113,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
114,3.560592031848108,3.532517862204218,3.572537744313992,3.5850340134219074
115,2.666666666967128,2.6666666668994514,2.6676760594196156,2.666666667
116,2.777777777992648,2.7777760418581874,2.7777777779999853,2.777777778
117,3.1115479000916326,3.11058216477219,3.113818428193521,3.111111111
118,1.2222222219999994,1.2222222219999994,1.2222222219999994,1.222222222
119,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
120,2.6666666669391366,2.6666666668863646,2.666778182952383,2.666666667
121,2.8888888889999897,2.88881037813423,2.8888919754197646,2.888888889
122,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
123,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
124,2.599954022748934,2.5992842909553078,2.6000576440596057,2.59999999976
125,2.8888888889999897,2.8888529412876456,2.8889095239206113,2.888888889
126,2.8312265743412675,2.82901261195556,2.8320793228106016,2.8316498318200183
127,2.563122605180877,2.5623364120213235,2.563218390613546,2.563218390613556
128,1.2222222219999994,1.2222222219999994,1.2222222219999994,1.222222222
129,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
130,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
131,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
132,2.6091954026920274,2.6090452111110447,2.609467620785405,2.6091954026920328
133,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
134,2.563122605180877,2.56226231514157,2.563218390613546,2.563218390613556
135,1.2222222219999994,1.2222222219999994,1.2222222219999994,1.222222222
136,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
137,1.2222222219999994,1.2222222219999994,1.2222222219999994,1.222222222
138,3.1104256981477696,3.1093300664859607,3.1115244199176963,3.111111111
139,1.3333333330000052,1.333333333000005,1.3333333330000052,1.333333333
140,2.5476190475076663,2.5476190475076663,2.547882320640311,2.547619047507653
141,2.0,2.0,2.0,2.0
142,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
143,3.083968373932759,3.07416890696491,3.099756794509135,3.087719298180056
144,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
145,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
146,3.6675650121513117,3.662667070236846,3.7101533221383827,3.666666667
147,3.67583333365999,3.6628963377114965,3.7195144332403847,3.666666667
148,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
149,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
150,2.888892622011926,2.8888888889999897,2.8889194264271674,2.888888889
151,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
152,2.7057607324407202,2.7039387592908817,2.71100340269544,2.7060931902767957
153,2.3333333329999966,2.3333333329999966,2.333359287481546,2.333333333
154,2.8827258982799417,2.8822840930265294,2.883723458872348,2.8822691442212425
155,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
156,2.9999999998990026,2.999960363771549,3.000065273536108,3.0
157,2.777725694658539,2.7774878474328295,2.7777777779941175,2.777777778
158,1.2222222219999994,1.2222222219999994,1.2222222219999994,1.222222222
159,1.3333333330000052,1.333333333000005,1.3333333330000052,1.333333333
160,2.8888888889999897,2.8887294585614898,2.8893276845185647,2.888888889
161,3.2670957062113413,3.246209785971794,3.281872495735118,3.2857142858367347
162,2.888856209261495,2.8885964053404622,2.88908768022999,2.888888889
163,2.5939157086305626,2.5938697316195087,2.5944896549853196,2.593869731619501
164,2.2222222220000116,2.2222222220000116,2.2222222220000116,2.222222222
165,2.9739484831506653,2.9688353488175205,2.976105725426063,2.9753086420246917
166,2.0,2.0,2.0,2.0
167,2.8309764311555154,2.8280097543238427,2.8316542927051636,2.830065359709342
168,2.8825891342667793,2.882133042626435,2.883791581955579,2.8823529413010385
169,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
170,2.4814814814074024,2.4814814814074024,2.4814814814074024,2.481481481407408
171,2.7777777779826076,2.7773940974379334,2.7777777779949333,2.777777778
172,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
173,2.666666666925137,2.666666666873274,2.666666666962527,2.666666667
174,2.9945177384497876,2.9936519886230033,2.9974709991393813,2.993827160506173
175,2.386666666281599,2.3866533329482786,2.386666666281599,2.3866666662816005
176,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
177,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
178,3.333734668008913,3.329081408265904,3.336246493952068,3.333333333
179,2.7062062835192777,2.7051714321769116,2.709253304319297,2.7060931902767957
180,2.718642642897718,2.7171976367057975,2.721734244355004,2.7204301078085327
181,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
182,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
183,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
184,2.8307076061748506,2.8276163943531567,2.8317379949666095,2.8316498318200183
185,3.1102234298423768,3.1079806467189646,3.1111119263397486,3.111111111
186,2.3333333329999966,2.3332736825405345,2.333333332999997,2.333333333
187,2.659099085650768,2.658178085391497,2.6592629633125084,2.6592592596088886
188,2.0,2.0,2.0,2.0
189,2.933604707674404,2.9313542076734826,2.9351021811523585,2.933933934404674
190,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
191,2.77777777798189,2.7772854775259317,2.7777794119864248,2.777777778
192,2.599969348419285,2.598936398265026,2.6000584742064823,2.59999999976
193,2.4814814814074024,2.4814814814074024,2.4814814814074024,2.481481481407408
194,2.4979423867983463,2.4979423867983463,2.4979423867983463,2.497942386798354
195,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
196,1.888888888999991,1.888888888999991,1.888888888999991,1.888888889
197,2.5476190475076663,2.5476190475076663,2.5476249998890355,2.547619047507653
198,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
199,2.5238095236734783,2.5238095236734783,2.5238095236734783,2.52380952367347
200,1.1111111110000058,1.1104722221117558,1.1111111110000058,1.111111111
201,1.888888888999991,1.888888888999991,1.888888888999991,1.888888889
202,2.6091954026920274,2.6089632187690754,2.609277790523974,2.6091954026920328
203,2.9999999998646407,2.999509984264775,3.0000045044403976,2.9999999995
204,1.1111111110000058,1.1094166665572556,1.1111111110000058,1.111111111
205,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
206,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
207,2.5476190475076663,2.5476190475076663,2.5476249998890355,2.547619047507653
208,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
209,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
210,2.5939463599748716,2.5938697316195087,2.5953080457976583,2.593869731619501
211,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
212,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
213,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
214,2.386666666281599,2.386666666281599,2.386666666281599,2.3866666662816005
215,2.8888888889999897,2.8888522876927496,2.8888967039015503,2.888888889
216,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
217,3.5460808984468573,3.5267347677770826,3.5595139705234775,3.555555556
218,2.6666666669386005,2.666664815028841,2.66673655939,2.666666667
219,3.222493224709778,3.222086503111459,3.225029324035225,3.222222222
220,2.2222222220000116,2.2222222220000116,2.2222222220000116,2.222222222
221,2.6666666669426395,2.666653102631447,2.6666666669632186,2.6666666663437497
222,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
223,2.666666666937404,2.6666666668891263,2.6666918149162115,2.666666667
224,2.4811167398529514,2.4732714780276916,2.4814814814074024,2.481481481407408
225,2.74981501847817,2.7421880955088693,2.751295593411682,2.750000000281249
226,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
227,2.4358974358934837,2.4358974358934837,2.4359423076860427,2.435897435893491
228,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
229,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
230,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
231,2.5476190475076663,2.5476190475076663,2.547847222126821,2.549940988902191
232,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
233,2.999999999893074,2.999799683732149,3.0000687835929756,3.0
234,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
235,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
236,2.666666666940027,2.6666666668926,2.6666945030786118,2.666666667
237,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
238,2.3333333329999966,2.3333333329999966,2.3333337203803186,2.333333333
239,3.01876481758094,3.0140679232741863,3.0250649201832056,3.018018018036523
240,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
241,3.3310123663326348,3.327995815809648,3.333450673362204,3.3121693122845803
242,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
243,2.0,2.0,2.0,2.0
244,2.4358974358934837,2.4356795726415275,2.4360427350312945,2.435897435893491
245,3.333004641371356,3.3304145376314853,3.334634436995648,3.333333333
246,2.6364859565814975,2.635422600684933,2.638514104249024,2.6370370367933336
247,2.8888888889999897,2.8886504393419354,2.8890371253323606,2.888888889
248,2.8888888889999897,2.888783053151075,2.888971340499254,2.888888889
249,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
250,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
251,2.999922584420667,2.999714743522236,3.0003851222440705,3.0
252,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
253,3.110277777672099,3.109191520366171,3.1109862154286625,3.111111111
254,2.866161300281359,2.8636118703681137,2.8677618502001136,2.862745098204152
255,3.5571840286789227,3.546407739710547,3.5669816291121403,3.555555556
256,2.435324964919554,2.426528394380491,2.4359401709340163,2.435897435893491
257,3.000028297421618,2.9996961126723702,3.000272156637193,3.0
258,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
259,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
260,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
261,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
262,2.4814814814074024,2.4814814814074024,2.4814814814074024,2.481481481407408
263,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
264,2.9443090146506004,2.9394263946394457,2.9490715325518253,2.9428571429159183
265,2.2222222220000116,2.2222222220000116,2.2222222220000116,2.222222222
266,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
267,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
268,2.777777777992421,2.777625210645991,2.7777777779999853,2.777777778
269,3.1087253458686104,3.1065281113650385,3.111363199563314,3.105263157795014
270,4.119722222170004,4.063583333322002,4.19923611105063,4.1666666665
271,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
272,3.017782599419702,3.013103430340318,3.0205692183486152,3.018018018036523
273,2.9999594913788945,2.9994815102990433,3.000466809665662,3.0
274,2.6666666669294528,2.666664815014663,2.666687479131095,2.666666667
275,2.0,2.0,2.0,2.0
276,2.636741337864107,2.63559482893054,2.637372507374984,2.6370370367933336
277,3.168359095216343,3.1654677955843824,3.169339465367795,3.166666666
278,2.827313516515039,2.8181021022713155,2.8299879185755064,2.824561403218837
279,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
280,2.666666666960203,2.6666666669109444,2.6676760594110696,2.666666667
281,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
282,2.7777604168703283,2.7775334071919557,2.7777794119864314,2.777777778
283,2.0,2.0,2.0,2.0
284,2.9999999998944267,2.9981966237254345,3.0003196946025406,3.0
285,2.8302162553783754,2.828090795645033,2.8315992272162065,2.8316498318200183
286,3.553460494212901,3.541523328622855,3.568264807559707,3.555555556
287,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
288,2.0,2.0,2.0,2.0
289,2.7064938194627324,2.7050094953365993,2.7094050605698206,2.7060931902767957
290,1.1111111110000058,1.1104722221117558,1.1111111110000058,1.111111111
291,2.555555556000001,2.555555556000001,2.555561303125961,2.555555556
292,2.666666666938391,2.666666666899793,2.6666947634270954,2.666666667
293,3.2227772955422758,3.2206830511699183,3.226167558194089,3.222222222
294,2.9999857548629736,2.9995442639886254,3.0006551165906403,3.0
295,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
296,2.3333333329999966,2.3333333329999966,2.333349742097189,2.333333333
297,2.9999999998958637,2.9999088317980087,3.00009601258213,2.9999999995
298,3.336502838299981,3.331471048970139,3.3393097655068384,3.333333333
299,2.6589656073523233,2.658154059297777,2.65926296331258,2.6592592596088886
300,2.9999368692253516,2.9995625355052242,3.000098348219566,3.0
301,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
302,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
303,2.5939846741489463,2.5938697316195087,2.595586206702014,2.593869731619501
304,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
305,2.7166655803635726,2.715100755356021,2.7215160762882573,2.7152777774277346
306,1.1111111110000058,1.1111111110000058,1.1111111110000058,1.111111111
307,3.111111111000011,3.110818693586746,3.1111121030637086,3.111111111
308,2.666666666926814,2.666664815011879,2.666725026488291,2.6666666663437497
309,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
310,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
311,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
312,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
313,2.0,2.0,2.0,2.0
314,1.1111111110000058,1.1105277776672557,1.1111111110000058,1.111111111
315,2.2222222220000116,2.2222222220000116,2.2222222220000116,2.222222222
316,2.593915708630563,2.5938697316195087,2.594288122423267,2.593869731619501
317,3.6702566230618565,3.6626879326850506,3.694458333638865,3.666666667
318,2.6667143608532253,2.6666666669066883,2.6679601461746,2.6666666663437497
319,1.2222222219999994,1.2222222219999994,1.2222222219999994,1.222222222
320,2.599954022748934,2.598885057242479,2.6000007660436855,2.59999999976
321,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
322,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
323,2.5238095236734783,2.5238030568892595,2.5238095236734783,2.52380952367347
324,2.5476190475076663,2.5476190475076663,2.5476249998890355,2.547619047507653
325,2.6666666669590677,2.6666666669247654,2.6667250265216222,2.6666666663437497
326,3.000108955010689,2.999759245999131,3.0023006081839503,2.9999999995
327,2.6091954026920274,2.609022222604075,2.60948995836297,2.6091954026920328
328,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
329,2.4814814814074024,2.4814814814074024,2.4814814814074024,2.481481481407408
330,1.4444444439999986,1.4444444439999986,1.4444444439999986,1.444444444
331,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
332,2.7777777779781947,2.7774310818622028,2.777777777994801,2.777777778
333,2.5476190475076663,2.5476190475076663,2.5477420633892973,2.547619047507653
334,2.8888888889999897,2.888887255013065,2.8888888889999897,2.888888889
335,2.7069252677466764,2.704648200940233,2.7103752072037075,2.7060931902767957
336,2.3333333329999966,2.3333333329999966,2.3333410806064294,2.333333333
337,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
338,2.7500827664455,2.745719383392992,2.751539646831188,2.750000000281249
339,2.5238095236734783,2.5238030568892595,2.5238095236734783,2.52380952367347
340,1.0,1.0,1.0024166666642502,1.0
341,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
342,3.110994151935911,3.110275940315439,3.11146031735347,3.111111111
343,2.0,2.0,2.0,2.0
344,2.3333333329999966,2.3332736825405345,2.333333332999997,2.333333333
345,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
346,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
347,2.6091954026920274,2.6090076632181427,2.6093041799253975,2.6091954026920328
348,2.9999999998992024,2.9999969134405124,2.999999999939431,2.9999999995
349,1.666666666999999,1.666666666999999,1.666666666999999,1.666666667
350,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
351,2.777777777987378,2.777741319657955,2.7777777779999853,2.777777778
352,2.2222222220000116,2.2222222220000116,2.2222222220000116,2.222222222
353,3.4323388075880636,3.3458299735981027,3.443651624524711,3.398989899001033
354,2.9998243721978497,2.9985838260200577,3.000321199316029,3.0
355,2.331603469675599,2.329724480202547,2.333333332999997,2.333333333
356,2.666666666932131,2.666666666875851,2.6667240729689317,2.666666667
357,2.5939770113119676,2.5938697316195087,2.5955762450150996,2.593869731619501
358,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
359,2.777777777985434,2.77770486133316,2.7777777779999853,2.777777778
360,2.444444443999999,2.444444443999999,2.444444443999999,2.444444444
361,2.635608151303553,2.6347561961751373,2.636400042706006,2.6344086018668054
362,2.8888888889999897,2.8888120121210847,2.8888888889999897,2.888888889
363,2.9337448861703272,2.9315696745924535,2.936605558070775,2.933933934404674
364,2.0,2.0,2.0,2.0
365,3.679157801738882,3.6659861114451155,3.717621992808871,3.666666667
366,2.865926945689438,2.8645569080270175,2.8671751165180384,2.862745098204152
367,2.386666666281599,2.386666666281599,2.386666666281599,2.3866666662816005
368,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
369,2.8662925277998075,2.864159746478046,2.867609894378127,2.86666666688
370,2.0,2.0,2.0,2.0
371,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
372,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
373,2.777743055773721,2.776860640944942,2.7790188157303137,2.7777777775555554
374,2.2222222220000116,2.2222222220000116,2.2222222220000116,2.222222222
375,2.6091954026920274,2.609145594259599,2.6093214686879014,2.6091954026920328
376,3.1669183127813016,3.1643179593032267,3.169614674073339,3.166666666
377,2.6666666669360524,2.666666666888548,2.666666666966986,2.666666667
378,2.8306540900960613,2.8285166135703603,2.831553476107527,2.830065359709342
379,2.7887969312288026,2.785795186342666,2.7900380274725487,2.791245791500459
380,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
381,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
382,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
383,2.3333333329999966,2.3333333329999966,2.333333332999997,2.333333333
384,2.8297878736125233,2.8272823258472197,2.830850642449517,2.845679012098765
385,2.5238095236734783,2.5238030568892595,2.5238095236734783,2.52380952367347
386,2.666666666935286,2.66666666689608,2.6667271076876147,2.666666667
387,2.999999999901766,2.999813758845373,3.0005495494572907,3.0
388,2.666666666930322,2.666666666889858,2.6666677075762597,2.666666667
389,2.555555556000001,2.555555556000001,2.555555556000001,2.555555556
390,2.7717187502346823,2.7708611113479393,2.775963541887075,2.770833333570313
391,2.0,2.0,2.0,2.0
392,1.0,1.0,1.0022499999977503,1.0
393,2.7777777779860653,2.777559238428371,2.7777777779943795,2.777777778
394,2.830897207542495,2.8282323057372794,2.8313617549744525,2.830065359709342
395,3.110661027465081,3.107756610598907,3.1121706629312653,3.111111111
396,2.8888888889999897,2.8888513073007203,2.8888915021083448,2.888888889
397,2.7185414121451994,2.7157055688770613,2.7203851589077352,2.7204301078085327
398,2.6666666669337316,2.6666666668914067,2.6666835976506853,2.666666667
399,1.888888888999991,1.888888888999991,1.888888888999991,1.888888889
400,2.7711631946799553,2.7708373318835005,2.7757656252189165,2.770833333570313
401,2.1111111110000094,2.1111111110000094,2.1111111110000094,2.111111111
402,2.7777777779806563,2.7772277990134535,2.7777794119863035,2.777777778
403,2.8181625783355657,2.816763179676904,2.8207030788799203,2.8158730153991844
404,2.0,2.0,2.0,2.0
405,2.777777777992365,2.777776041859581,2.7777777779999853,2.777777778
406,2.8888888889999897,2.888777212615661,2.889118959547361,2.888888889
407,1.7777777779999926,1.7777777779999926,1.7777777779999926,1.777777778
408,2.777725694655307,2.777151041884376,2.7777777779999853,2.777777778
409,2.6666874791516513,2.6666666668818872,2.667676059447838,2.666666667
410,3.673907227502335,3.6559659951016035,3.715756786084587,3.666666667
411,2.6666666669327608,2.6665968243928093,2.6667311830834084,2.6666666663437497
412,1.5555555560000014,1.5555555560000014,1.5555555560000014,1.555555556
